Acct Code,Acct Name,Acct Short Name,Acct Type,Op ID,Op Date,Op Type,Op Name,Op Detail,Op Amount
0001-OZ,DİKMEN SANDWICH-YETER ÖZTÜRK,,OZ,27326,44968,2,000902004,777/KİŞ-7693204-YETER ÖZTÜRK-HESABA MAHSUBEN,250.95
0001-OZ,DİKMEN SANDWICH-YETER ÖZTÜRK,,OZ,27319,44968,2,000920434,777/KİŞ-0118248-YETER ÖZTÜRK-HESABA MAHSUBEN,615.06
0001-OZ,DİKMEN SANDWICH-YETER ÖZTÜRK,,OZ,27348,44968,2,000926847,777/KİŞ-3861185-YETER ÖZTÜRK-HESABA MAHSUBEN,186.98
0001-OZ,DİKMEN SANDWICH-YETER ÖZTÜRK,,OZ,27344,44968,2,000955185,777/KİŞ-6391800-YETER ÖZTÜRK-HESABA MAHSUBEN,1205.52
0001-OZ,DİKMEN SANDWICH-YETER ÖZTÜRK,,OZ,27358,44968,2,000999293,777/KİŞ-9474115-YETER ÖZTÜRK-HESABA MAHSUBEN,34.44
0002,ŞEHİTOĞLU ELEKTRONİK SAN VE,,G,,44166,,,,
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,11843,44721,2,,Gar.Bank/H.Dinçer Ata Büfe. FASt,3447.85
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,11828,44728,2,,Gar.Bank/H.Dinçer Ata Büfe. FAST,831.56
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,11831,44729,2,,Gar.Bank/H.Dinçer Ata Büfe. FAST,822.71
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,11834,44732,2,,Gar.Bank/H.Dinçer Ata Büfe. FAST,4418.61
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,11839,44733,2,,Gar.Bank/H.Dinçer Ata Büfe. FAST,475.42
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,11845,44734,2,,Gar.Bank/H.Dinçer Ata Büfe. FASt,75.78
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,11848,44735,2,,Gar.Bank/H.Dinçer Ata Büfe. FASt,1228.16
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,11852,44736,2,,Gar.Bank/H.Dinçer Ata Büfe. FASt,796.14
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,11855,44739,2,,Gar.Bank/H.Dinçer Ata Büfe. FASt,2354.95
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,11867,44742,2,,Gar.Bank/H.Dinçer Ata Büfe. FASt,869.94
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,16426,44743,3,,Virman/9.6.22 Gar.BYM ve H.Dinçer,-3447.85
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,13103,44805,2,000500483,0777/KİŞ-1731071-HÜSEYIN DINÇER-HESABA MAHSUBEN,1001.81
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,12924,44805,2,000501876,0777/KİŞ-8832744-HÜSEYIN DINÇER-HESABA MAHSUBEN,600.30
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,13097,44805,2,000507305,0777/KİŞ-4794933-HÜSEYIN DINÇER-HESABA MAHSUBEN,5379.08
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,13059,44805,2,000545953,0777/KİŞ-1860746-HÜSEYIN DINÇER-HESABA MAHSUBEN,1026.42
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,12890,44805,2,000547460,0777/KİŞ-8870728-HÜSEYIN DINÇER-HESABA MAHSUBEN,1128.76
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,12936,44805,2,000557056,0777/KİŞ-7261455-HÜSEYIN DINÇER-HESABA MAHSUBEN,781.38
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,13149,44805,2,000573557,0777/KİŞ-7872021-HÜSEYIN DINÇER-HESABA MAHSUBEN,183.04
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,13137,44805,2,000589351,0777/KİŞ-1055714-HÜSEYIN DINÇER-HESABA MAHSUBEN,1293.11
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,12942,44805,2,000592824,0777/KİŞ-4852155-HÜSEYIN DINÇER-HESABA MAHSUBEN,1962.30
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,13091,44805,2,000609227,0777/KİŞ-7666506-HÜSEYIN DINÇER-HESABA MAHSUBEN,2825.35
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,12878,44805,2,000614364,0777/KİŞ-1777981-HÜSEYIN DINÇER-HESABA MAHSUBEN,926.04
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,13035,44805,2,000619501,0777/KİŞ-1480066-HÜSEYIN DINÇER-HESABA MAHSUBEN,784.33
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,12956,44805,2,000621297,0777/KİŞ-9742714-HÜSEYIN DINÇER-HESABA MAHSUBEN,2573.57
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,13053,44805,2,000626015,0777/KİŞ-5785983-HÜSEYIN DINÇER-HESABA MAHSUBEN,4487.42
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,13041,44805,2,000658992,0777/KİŞ-8642760-HÜSEYIN DINÇER-HESABA MAHSUBEN,2596.70
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,12914,44805,2,000673551,0777/KİŞ-2126816-HÜSEYIN DINÇER-HESABA MAHSUBEN,1060.86
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,13121,44805,2,000695177,0777/KİŞ-7370668-HÜSEYIN DINÇER-HESABA MAHSUBEN,492.05
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,13109,44805,2,000704659,0777/KİŞ-0295422-HÜSEYIN DINÇER-HESABA MAHSUBEN,383.80
0002-OZ,ATA BÜFE-HÜSEYİN DİNÇER,,OZ,13023,44805,2,000719221,0777/KİŞ-5652079-HÜSEYIN DINÇER-HESABA MAHSUBEN,6188.51
